carriers,locs,techs,timesteps,carrier_prod
power,region1,midmerit,2015-02-28 21:00:00,13.591687
power,region1,midmerit,2015-02-28 22:00:00,12.186783
power,region1,midmerit,2015-02-28 23:00:00,11.928263
power,region1,midmerit,2015-03-01 00:00:00,7.2689111
power,region1,midmerit,2015-03-01 01:00:00,0.0
power,region1,midmerit,2015-03-01 02:00:00,10.457689
power,region1,midmerit,2015-03-01 03:00:00,15.855528
power,region1,midmerit,2015-03-01 04:00:00,2.0618454
power,region1,midmerit,2015-03-01 05:00:00,0.0
power,region1,midmerit,2015-03-01 06:00:00,0.0
power,region1,midmerit,2015-03-01 07:00:00,5.0926018
power,region1,midmerit,2015-03-01 08:00:00,0.0
power,region1,midmerit,2015-03-01 09:00:00,0.0
power,region1,midmerit,2015-03-01 10:00:00,15.34813
power,region1,midmerit,2015-03-01 11:00:00,0.0
power,region1,midmerit,2015-03-01 12:00:00,13.745885
power,region1,midmerit,2015-03-01 13:00:00,11.190108
power,region1,midmerit,2015-03-01 14:00:00,0.20174564
power,region1,midmerit,2015-03-01 15:00:00,15.855528
power,region1,midmerit,2015-03-01 16:00:00,5.5444722
power,region1,midmerit,2015-03-01 17:00:00,0.47730673
power,region1,midmerit,2015-03-01 18:00:00,0.0
power,region1,midmerit,2015-03-01 19:00:00,13.447465
power,region1,midmerit,2015-03-01 20:00:00,12.850956
power,region1,midmerit,2015-03-01 21:00:00,4.7221114
power,region1,midmerit,2015-03-01 22:00:00,15.62128
power,region1,midmerit,2015-03-01 23:00:00,10.662261
power,region1,midmerit,2015-03-02 00:00:00,7.1751455
power,region1,midmerit,2015-03-02 01:00:00,5.7413965
power,region1,midmerit,2015-03-02 02:00:00,0.79742311
power,region1,midmerit,2015-03-02 03:00:00,7.7428096
power,region1,midmerit,2015-03-02 04:00:00,0.0
power,region1,midmerit,2015-03-02 05:00:00,8.0342477
power,region1,midmerit,2015-03-02 06:00:00,4.5610141
power,region1,midmerit,2015-03-02 07:00:00,11.978554
power,region1,midmerit,2015-03-02 08:00:00,12.843475
power,region1,midmerit,2015-03-02 09:00:00,3.7945968
power,region1,midmerit,2015-03-02 10:00:00,15.855528
power,region1,midmerit,2015-03-02 11:00:00,15.855528
power,region1,midmerit,2015-03-02 12:00:00,8.9436409
power,region1,midmerit,2015-03-02 13:00:00,8.9240233
power,region1,midmerit,2015-03-02 14:00:00,9.59468
power,region1,midmerit,2015-03-02 15:00:00,0.0
power,region1,midmerit,2015-03-02 16:00:00,13.107814
power,region1,midmerit,2015-03-02 17:00:00,0.0
power,region1,midmerit,2015-03-02 18:00:00,11.825935
power,region1,midmerit,2015-03-02 19:00:00,11.296841
power,region1,midmerit,2015-03-02 20:00:00,8.3717373
power,region1,midmerit,2015-03-02 21:00:00,11.138071
power,region1,midmerit,2015-03-02 22:00:00,5.9436409
power,region1,midmerit,2015-03-02 23:00:00,0.0
power,region1,midmerit,2015-03-03 00:00:00,10.218454
power,region1,midmerit,2015-03-03 01:00:00,0.0
power,region1,midmerit,2015-03-03 02:00:00,0.0
power,region1,midmerit,2015-03-03 03:00:00,13.684123
power,region1,midmerit,2015-03-03 04:00:00,0.0
power,region1,midmerit,2015-03-03 05:00:00,11.384456
power,region1,midmerit,2015-03-03 06:00:00,8.3696592
power,region1,midmerit,2015-03-03 07:00:00,0.0
power,region1,midmerit,2015-03-03 08:00:00,0.0
power,region1,midmerit,2015-03-03 09:00:00,6.2275145
power,region1,midmerit,2015-03-03 10:00:00,7.7107232
power,region1,midmerit,2015-03-03 11:00:00,4.7077307
power,region1,midmerit,2015-03-03 12:00:00,5.0073982
power,region1,midmerit,2015-03-03 13:00:00,12.992269
power,region1,midmerit,2015-03-03 14:00:00,10.025935
power,region1,midmerit,2015-03-03 15:00:00,9.7572735
power,region1,midmerit,2015-03-03 16:00:00,2.3039069
power,region1,midmerit,2015-03-03 17:00:00,13.613217
power,region1,midmerit,2015-03-03 18:00:00,13.827598
power,region1,midmerit,2015-03-03 19:00:00,5.9743973
power,region1,midmerit,2015-03-03 20:00:00,14.108978
power,region1,midmerit,2015-03-03 21:00:00,0.0
power,region1,midmerit,2015-03-03 22:00:00,0.0
power,region1,midmerit,2015-03-03 23:00:00,11.358936
power,region1,midmerit,2015-03-04 00:00:00,6.0921031
power,region1,midmerit,2015-03-04 01:00:00,5.2473815
power,region1,midmerit,2015-03-04 02:00:00,0.0
power,region1,midmerit,2015-03-04 03:00:00,15.216376
power,region1,midmerit,2015-03-04 04:00:00,0.0
power,region1,midmerit,2015-03-04 05:00:00,11.046218
power,region1,midmerit,2015-03-04 06:00:00,6.7323358
power,region1,midmerit,2015-03-04 07:00:00,8.3592685
power,region1,midmerit,2015-03-04 08:00:00,0.25752286
power,region1,midmerit,2015-03-04 09:00:00,10.542976
power,region1,midmerit,2015-03-04 10:00:00,4.273483
power,region1,midmerit,2015-03-04 11:00:00,13.412303
power,region1,midmerit,2015-03-04 12:00:00,0.0
power,region1,midmerit,2015-03-04 13:00:00,8.1739817
power,region1,midmerit,2015-03-04 14:00:00,5.9286783
power,region1,midmerit,2015-03-04 15:00:00,7.8368246
power,region1,midmerit,2015-03-04 16:00:00,13.291771
power,region1,midmerit,2015-03-04 17:00:00,12.523691
power,region1,midmerit,2015-03-04 18:00:00,0.20897756
power,region1,midmerit,2015-03-04 19:00:00,14.001746
power,region1,midmerit,2015-03-04 20:00:00,0.0
power,region1,midmerit,2015-03-04 21:00:00,0.0
power,region1,midmerit,2015-03-04 22:00:00,15.855528
power,region1,midmerit,2015-03-04 23:00:00,14.950707
power,region1,midmerit,2015-03-05 00:00:00,2.4408978
power,region1,midmerit,2015-03-05 01:00:00,0.0
power,region1,midmerit,2015-03-05 02:00:00,15.855528
power,region1,midmerit,2015-03-05 03:00:00,2.9217789
power,region1,midmerit,2015-03-05 04:00:00,11.543059
power,region1,midmerit,2015-03-05 05:00:00,8.6515378
power,region1,midmerit,2015-03-05 06:00:00,0.0
power,region1,midmerit,2015-03-05 07:00:00,3.2605985
power,region1,midmerit,2015-03-05 08:00:00,10.153367
power,region1,midmerit,2015-03-05 09:00:00,9.2677473
power,region1,midmerit,2015-03-05 10:00:00,11.068246
power,region1,midmerit,2015-03-05 11:00:00,4.0130507
power,region1,midmerit,2015-03-05 12:00:00,6.7791355
power,region1,midmerit,2015-03-05 13:00:00,0.0
power,region1,midmerit,2015-03-05 14:00:00,8.9744805
power,region1,midmerit,2015-03-05 15:00:00,1.705985
power,region1,midmerit,2015-03-05 16:00:00,4.6098919
power,region1,midmerit,2015-03-05 17:00:00,0.0
power,region1,midmerit,2015-03-05 18:00:00,8.4194514
power,region1,midmerit,2015-03-05 19:00:00,15.855528
power,region1,midmerit,2015-03-05 20:00:00,6.0862843
power,region1,midmerit,2015-03-05 21:00:00,14.40399
power,region1,midmerit,2015-03-05 22:00:00,8.278138
power,region1,midmerit,2015-03-05 23:00:00,0.0
power,region1,midmerit,2015-03-06 00:00:00,4.1913549
power,region1,midmerit,2015-03-06 01:00:00,9.1369909
power,region1,midmerit,2015-03-06 02:00:00,12.696841
power,region1,midmerit,2015-03-06 03:00:00,5.1507066
power,region1,midmerit,2015-03-06 04:00:00,0.0
power,region1,midmerit,2015-03-06 05:00:00,1.4985869
power,region1,midmerit,2015-03-06 06:00:00,4.0280133
power,region1,midmerit,2015-03-06 07:00:00,14.212718
power,region1,midmerit,2015-03-06 08:00:00,14.00133
power,region1,midmerit,2015-03-06 09:00:00,0.0
power,region1,midmerit,2015-03-06 10:00:00,5.4923525
power,region1,midmerit,2015-03-06 11:00:00,0.52211139
power,region1,midmerit,2015-03-06 12:00:00,2.6166251
power,region1,midmerit,2015-03-06 13:00:00,0.0
power,region1,midmerit,2015-03-06 14:00:00,15.855528
power,region1,midmerit,2015-03-06 15:00:00,5.5864505
power,region1,midmerit,2015-03-06 16:00:00,10.324106
power,region1,midmerit,2015-03-06 17:00:00,0.0
power,region1,midmerit,2015-03-06 18:00:00,0.0
power,region1,midmerit,2015-03-06 19:00:00,4.9458853
power,region1,midmerit,2015-03-06 20:00:00,15.800499
power,region1,midmerit,2015-03-06 21:00:00,0.0
power,region1,midmerit,2015-03-06 22:00:00,0.0
power,region1,midmerit,2015-03-06 23:00:00,0.0
power,region1,midmerit,2015-03-07 00:00:00,11.610391
power,region1,midmerit,2015-03-07 01:00:00,15.855528
power,region1,midmerit,2015-03-07 02:00:00,5.5777224
power,region1,midmerit,2015-03-07 03:00:00,0.0
power,region1,midmerit,2015-03-07 04:00:00,11.154364
power,region1,midmerit,2015-03-07 05:00:00,9.922527
power,region1,midmerit,2015-03-07 06:00:00,13.914963
power,region1,midmerit,2015-03-07 07:00:00,11.863674
power,region1,midmerit,2015-03-07 08:00:00,12.460432
power,region1,midmerit,2015-03-07 09:00:00,3.5448878
power,region1,midmerit,2015-03-07 10:00:00,0.0
power,region1,midmerit,2015-03-07 11:00:00,3.9150457
power,region1,midmerit,2015-03-07 12:00:00,0.0
power,region1,midmerit,2015-03-07 13:00:00,11.900831
power,region1,midmerit,2015-03-07 14:00:00,6.9482128
power,region1,midmerit,2015-03-07 15:00:00,0.0
power,region1,midmerit,2015-03-07 16:00:00,15.855528
power,region1,midmerit,2015-03-07 17:00:00,13.003741
power,region1,midmerit,2015-03-07 18:00:00,0.0
power,region1,midmerit,2015-03-07 19:00:00,9.8073982
power,region1,midmerit,2015-03-07 20:00:00,3.3275977
power,region1,midmerit,2015-03-07 21:00:00,10.283957
power,region1,midmerit,2015-03-07 22:00:00,0.0
power,region1,midmerit,2015-03-07 23:00:00,6.7045719
power,region1,midmerit,2015-03-08 00:00:00,14.947465
power,region1,midmerit,2015-03-08 01:00:00,12.63724
power,region1,midmerit,2015-03-08 02:00:00,4.0564422
power,region1,midmerit,2015-03-08 03:00:00,11.082959
power,region1,midmerit,2015-03-08 04:00:00,0.0
power,region1,midmerit,2015-03-08 05:00:00,13.56384
power,region1,midmerit,2015-03-08 06:00:00,15.855528
power,region1,midmerit,2015-03-08 07:00:00,0.0
power,region1,midmerit,2015-03-08 08:00:00,15.233084
power,region1,midmerit,2015-03-08 09:00:00,9.025852
power,region1,midmerit,2015-03-08 10:00:00,0.0
power,region1,midmerit,2015-03-08 11:00:00,1.862261
power,region1,midmerit,2015-03-08 12:00:00,12.924605
power,region1,midmerit,2015-03-08 13:00:00,6.9863674
power,region1,midmerit,2015-03-08 14:00:00,11.375229
power,region1,midmerit,2015-03-08 15:00:00,12.860515
power,region1,midmerit,2015-03-08 16:00:00,3.7813799
power,region1,midmerit,2015-03-08 17:00:00,6.6660848
power,region1,midmerit,2015-03-08 18:00:00,4.8413965
power,region1,midmerit,2015-03-08 19:00:00,0.96733167
power,region1,midmerit,2015-03-08 20:00:00,12.28271
power,region1,midmerit,2015-03-08 21:00:00,0.88512053
power,region1,midmerit,2015-03-08 22:00:00,0.0
power,region1,midmerit,2015-03-08 23:00:00,13.721696
power,region1,midmerit,2015-03-09 00:00:00,2.9458022
power,region1,midmerit,2015-03-09 01:00:00,0.0
power,region1,midmerit,2015-03-09 02:00:00,5.9039069
power,region1,midmerit,2015-03-09 03:00:00,11.348213
power,region1,midmerit,2015-03-09 04:00:00,0.0
power,region1,midmerit,2015-03-09 05:00:00,2.1288446
power,region1,midmerit,2015-03-09 06:00:00,12.019701
power,region1,midmerit,2015-03-09 07:00:00,0.0
power,region1,midmerit,2015-03-09 08:00:00,7.6219451
power,region1,midmerit,2015-03-09 09:00:00,9.5063175
power,region1,midmerit,2015-03-09 10:00:00,13.72527
power,region1,midmerit,2015-03-09 11:00:00,4.5295096
power,region1,midmerit,2015-03-09 12:00:00,6.2927681
power,region1,midmerit,2015-03-09 13:00:00,0.0
power,region1,midmerit,2015-03-09 14:00:00,0.0
power,region1,midmerit,2015-03-09 15:00:00,6.713217
power,region1,midmerit,2015-03-09 16:00:00,0.0
power,region1,midmerit,2015-03-09 17:00:00,7.9175395
power,region1,midmerit,2015-03-09 18:00:00,0.0
power,region1,midmerit,2015-03-09 19:00:00,1.9559435
power,region1,midmerit,2015-03-09 20:00:00,15.855528
power,region1,midmerit,2015-03-09 21:00:00,0.0
power,region1,midmerit,2015-03-09 22:00:00,14.642394
power,region1,midmerit,2015-03-09 23:00:00,15.855528
power,region1,midmerit,2015-03-10 00:00:00,3.7318371
power,region1,midmerit,2015-03-10 01:00:00,12.646467
power,region1,midmerit,2015-03-10 02:00:00,0.0
power,region1,midmerit,2015-03-10 03:00:00,7.8296758
power,region1,midmerit,2015-03-10 04:00:00,14.249543
power,region1,midmerit,2015-03-10 05:00:00,0.54945968
power,region1,midmerit,2015-03-10 06:00:00,11.954281
power,region1,midmerit,2015-03-10 07:00:00,6.9718204
power,region1,midmerit,2015-03-10 08:00:00,9.5586035
power,region1,midmerit,2015-03-10 09:00:00,8.9110557
power,region1,midmerit,2015-03-10 10:00:00,0.0
power,region1,midmerit,2015-03-10 11:00:00,5.533749
power,region1,midmerit,2015-03-10 12:00:00,4.7487116
power,region1,midmerit,2015-03-10 13:00:00,9.3925187
power,region1,midmerit,2015-03-10 14:00:00,8.8362427
power,region1,midmerit,2015-03-10 15:00:00,0.0
power,region1,midmerit,2015-03-10 16:00:00,2.7911056
power,region1,midmerit,2015-03-10 17:00:00,7.5078969
power,region1,midmerit,2015-03-10 18:00:00,6.2557772
power,region1,midmerit,2015-03-10 19:00:00,6.4738155
power,region1,midmerit,2015-03-10 20:00:00,4.7771405
power,region1,midmerit,2015-03-10 21:00:00,2.5724023
power,region1,midmerit,2015-03-10 22:00:00,4.2402328
power,region1,midmerit,2015-03-10 23:00:00,15.855528
power,region1,midmerit,2015-03-11 00:00:00,8.6299252
power,region1,midmerit,2015-03-11 01:00:00,15.855528
power,region1,midmerit,2015-03-11 02:00:00,0.0
power,region1,midmerit,2015-03-11 03:00:00,4.3785536
power,region1,midmerit,2015-03-11 04:00:00,0.0
power,region1,midmerit,2015-03-11 05:00:00,14.064256
power,region1,midmerit,2015-03-11 06:00:00,8.6232751
power,region1,midmerit,2015-03-11 07:00:00,3.9467997
power,region1,midmerit,2015-03-11 08:00:00,2.5846218
power,region1,midmerit,2015-03-11 09:00:00,0.0
power,region1,midmerit,2015-03-11 10:00:00,6.8526185
power,region1,midmerit,2015-03-11 11:00:00,8.5862843
power,region1,midmerit,2015-03-11 12:00:00,5.4961762
power,region1,midmerit,2015-03-11 13:00:00,6.5804655
power,region1,midmerit,2015-03-11 14:00:00,15.855528
power,region1,midmerit,2015-03-11 15:00:00,15.855528
power,region1,midmerit,2015-03-11 16:00:00,15.855528
power,region1,midmerit,2015-03-11 17:00:00,0.0
power,region1,midmerit,2015-03-11 18:00:00,2.3776392
power,region1,midmerit,2015-03-11 19:00:00,12.839235
power,region1,midmerit,2015-03-11 20:00:00,15.855528
power,region1,midmerit,2015-03-11 21:00:00,15.855528
power,region1,midmerit,2015-03-11 22:00:00,0.0
power,region1,midmerit,2015-03-11 23:00:00,6.6948462
power,region1,midmerit,2015-03-12 00:00:00,8.3620116
power,region1,midmerit,2015-03-12 01:00:00,13.389692
power,region1,midmerit,2015-03-12 02:00:00,8.8758936
power,region1,midmerit,2015-03-12 03:00:00,11.67074
power,region1,midmerit,2015-03-12 04:00:00,1.8453034
power,region1,midmerit,2015-03-12 05:00:00,3.7846218
power,region1,midmerit,2015-03-12 06:00:00,9.30532
power,region1,midmerit,2015-03-12 07:00:00,4.5880299
power,region1,midmerit,2015-03-12 08:00:00,15.855528
power,region1,midmerit,2015-03-12 09:00:00,15.855528
power,region1,midmerit,2015-03-12 10:00:00,7.1113051
power,region1,midmerit,2015-03-12 11:00:00,1.5729011
power,region1,midmerit,2015-03-12 12:00:00,0.0
power,region1,midmerit,2015-03-12 13:00:00,3.7898587
power,region1,midmerit,2015-03-12 14:00:00,6.1029094
power,region1,midmerit,2015-03-12 15:00:00,15.427847
power,region1,midmerit,2015-03-12 16:00:00,14.879135
power,region1,midmerit,2015-03-12 17:00:00,0.0
power,region1,midmerit,2015-03-12 18:00:00,13.927681
power,region1,midmerit,2015-03-12 19:00:00,15.855528
power,region1,midmerit,2015-03-12 20:00:00,0.86891106
power,region1,midmerit,2015-03-12 21:00:00,10.107398
power,region1,midmerit,2015-03-12 22:00:00,0.0
power,region1,midmerit,2015-03-12 23:00:00,14.512136
power,region1,midmerit,2015-03-13 00:00:00,15.249044
power,region1,midmerit,2015-03-13 01:00:00,9.9408978
power,region1,midmerit,2015-03-13 02:00:00,3.8669992
power,region1,midmerit,2015-03-13 03:00:00,1.1177889
power,region1,midmerit,2015-03-13 04:00:00,0.0
power,region1,midmerit,2015-03-13 05:00:00,10.986035
power,region1,midmerit,2015-03-13 06:00:00,4.8256027
power,region1,midmerit,2015-03-13 07:00:00,10.174397
power,region1,midmerit,2015-03-13 08:00:00,8.1047382
power,region1,midmerit,2015-03-13 09:00:00,14.263591
power,region1,midmerit,2015-03-13 10:00:00,8.160266
power,region1,midmerit,2015-03-13 11:00:00,10.908562
power,region1,midmerit,2015-03-13 12:00:00,0.0
power,region1,midmerit,2015-03-13 13:00:00,3.7394015
power,region1,midmerit,2015-03-13 14:00:00,0.20773067
power,region1,midmerit,2015-03-13 15:00:00,10.806234
power,region1,midmerit,2015-03-13 16:00:00,0.0
power,region1,midmerit,2015-03-13 17:00:00,5.4970075
power,region1,midmerit,2015-03-13 18:00:00,0.86608479
power,region1,midmerit,2015-03-13 19:00:00,14.903159
power,region1,midmerit,2015-03-13 20:00:00,10.200416
power,region1,midmerit,2015-03-13 21:00:00,9.016542
power,region1,midmerit,2015-03-13 22:00:00,8.6143807
power,region1,midmerit,2015-03-13 23:00:00,14.193433
power,region1,midmerit,2015-03-14 00:00:00,0.0
power,region1,midmerit,2015-03-14 01:00:00,9.8512053
power,region1,midmerit,2015-03-14 02:00:00,1.0014131
power,region1,midmerit,2015-03-14 03:00:00,7.6249377
power,region1,midmerit,2015-03-14 04:00:00,12.520865
power,region1,midmerit,2015-03-14 05:00:00,0.0
power,region1,midmerit,2015-03-14 06:00:00,0.0
power,region1,midmerit,2015-03-14 07:00:00,4.2031505
power,region1,midmerit,2015-03-14 08:00:00,0.0
power,region1,midmerit,2015-03-14 09:00:00,11.441563
power,region1,midmerit,2015-03-14 10:00:00,15.855528
power,region1,midmerit,2015-03-14 11:00:00,10.824356
power,region1,midmerit,2015-03-14 12:00:00,7.4041563
power,region1,midmerit,2015-03-14 13:00:00,0.0
power,region1,midmerit,2015-03-14 14:00:00,3.6785536
power,region1,midmerit,2015-03-14 15:00:00,0.0
power,region1,midmerit,2015-03-14 16:00:00,11.167822
power,region1,midmerit,2015-03-14 17:00:00,3.3327515
power,region1,midmerit,2015-03-14 18:00:00,2.4234414
power,region1,midmerit,2015-03-14 19:00:00,7.0098088
power,region1,midmerit,2015-03-14 20:00:00,4.8183707
power,region1,midmerit,2015-03-14 21:00:00,0.0
power,region1,midmerit,2015-03-14 22:00:00,8.4069825
power,region1,midmerit,2015-03-14 23:00:00,0.54655029
power,region1,midmerit,2015-03-15 00:00:00,8.7866999
power,region1,midmerit,2015-03-15 01:00:00,6.7452203
power,region1,midmerit,2015-03-15 02:00:00,15.855528
power,region1,midmerit,2015-03-15 03:00:00,13.470989
power,region1,midmerit,2015-03-15 04:00:00,0.0
power,region1,midmerit,2015-03-15 05:00:00,4.5365752
power,region1,midmerit,2015-03-15 06:00:00,9.4325021
power,region1,midmerit,2015-03-15 07:00:00,0.0
power,region1,midmerit,2015-03-15 08:00:00,0.0
power,region1,midmerit,2015-03-15 09:00:00,0.0
power,region1,midmerit,2015-03-15 10:00:00,8.8732336
power,region1,midmerit,2015-03-15 11:00:00,11.749626
power,region1,midmerit,2015-03-15 12:00:00,10.433666
power,region1,midmerit,2015-03-15 13:00:00,0.74704904
power,region1,midmerit,2015-03-15 14:00:00,7.847714
power,region1,midmerit,2015-03-15 15:00:00,8.6376559
power,region1,midmerit,2015-03-15 16:00:00,9.3950125
power,region1,midmerit,2015-03-15 17:00:00,0.0
power,region1,midmerit,2015-03-15 18:00:00,3.2665835
power,region1,midmerit,2015-03-15 19:00:00,9.9916043
power,region1,midmerit,2015-03-15 20:00:00,5.9502909
power,region1,midmerit,2015-03-15 21:00:00,12.789942
power,region1,midmerit,2015-03-15 22:00:00,0.0
power,region1,midmerit,2015-03-15 23:00:00,7.7875312
power,region1,midmerit,2015-03-16 00:00:00,4.840399
power,region1,midmerit,2015-03-16 01:00:00,12.211388
power,region1,midmerit,2015-03-16 02:00:00,8.1497091
power,region1,midmerit,2015-03-16 03:00:00,12.720116
power,region1,midmerit,2015-03-16 04:00:00,15.855528
power,region1,midmerit,2015-03-16 05:00:00,6.0196176
power,region1,midmerit,2015-03-16 06:00:00,15.855528
power,region1,midmerit,2015-03-16 07:00:00,3.8726517
power,region1,midmerit,2015-03-16 08:00:00,0.0
power,region1,midmerit,2015-03-16 09:00:00,4.2896924
power,region1,midmerit,2015-03-16 10:00:00,0.0
power,region1,midmerit,2015-03-16 11:00:00,8.2290939
power,region1,midmerit,2015-03-16 12:00:00,10.794846
power,region1,midmerit,2015-03-16 13:00:00,10.276642
power,region1,midmerit,2015-03-16 14:00:00,11.901579
power,region1,midmerit,2015-03-16 15:00:00,1.0093932
power,region1,midmerit,2015-03-16 16:00:00,11.484372
power,region1,midmerit,2015-03-16 17:00:00,1.6447215
power,region1,midmerit,2015-03-16 18:00:00,9.7343308
power,region1,midmerit,2015-03-16 19:00:00,0.84056525
power,region1,midmerit,2015-03-16 20:00:00,12.797672
power,region1,midmerit,2015-03-16 21:00:00,10.15744
power,region1,midmerit,2015-03-16 22:00:00,15.855528
power,region1,midmerit,2015-03-16 23:00:00,11.175727
power,region1,midmerit,2015-03-17 00:00:00,2.4023275
power,region1,midmerit,2015-03-17 01:00:00,0.0
power,region1,midmerit,2015-03-17 02:00:00,10.786118
power,region1,midmerit,2015-03-17 03:00:00,8.8997506
power,region1,midmerit,2015-03-17 04:00:00,10.673649
power,region1,midmerit,2015-03-17 05:00:00,13.299418
power,region1,midmerit,2015-03-17 06:00:00,0.0
power,region1,midmerit,2015-03-17 07:00:00,3.6660017
power,region1,midmerit,2015-03-17 08:00:00,7.053616
power,region1,midmerit,2015-03-17 09:00:00,15.572236
power,region1,midmerit,2015-03-17 10:00:00,0.0
power,region1,midmerit,2015-03-17 11:00:00,5.7306733
power,region1,midmerit,2015-03-17 12:00:00,6.4468828
power,region1,midmerit,2015-03-17 13:00:00,5.6807149
power,region1,midmerit,2015-03-17 14:00:00,0.0
power,region1,midmerit,2015-03-17 15:00:00,2.6113882
power,region1,midmerit,2015-03-17 16:00:00,0.0
power,region1,midmerit,2015-03-17 17:00:00,11.559933
power,region1,midmerit,2015-03-17 18:00:00,0.0
power,region1,midmerit,2015-03-17 19:00:00,0.0
power,region1,midmerit,2015-03-17 20:00:00,8.3070657
power,region1,midmerit,2015-03-17 21:00:00,5.4462178
power,region1,midmerit,2015-03-17 22:00:00,9.5802161
power,region1,midmerit,2015-03-17 23:00:00,0.0
power,region1,midmerit,2015-03-18 00:00:00,12.343059
power,region1,midmerit,2015-03-18 01:00:00,4.4822111
power,region1,midmerit,2015-03-18 02:00:00,7.3540316
power,region1,midmerit,2015-03-18 03:00:00,0.0
power,region1,midmerit,2015-03-18 04:00:00,9.7944306
power,region1,midmerit,2015-03-18 05:00:00,12.14813
power,region1,midmerit,2015-03-18 06:00:00,0.42502078
power,region1,midmerit,2015-03-18 07:00:00,1.5070657
power,region1,midmerit,2015-03-18 08:00:00,5.3956775
power,region1,midmerit,2015-03-18 09:00:00,0.0
power,region1,midmerit,2015-03-18 10:00:00,12.633416
power,region1,midmerit,2015-03-18 11:00:00,12.816958
power,region1,midmerit,2015-03-18 12:00:00,12.089609
power,region1,midmerit,2015-03-18 13:00:00,0.0
power,region1,midmerit,2015-03-18 14:00:00,6.2485453
power,region1,midmerit,2015-03-18 15:00:00,11.80798
power,region1,midmerit,2015-03-18 16:00:00,0.0
power,region1,midmerit,2015-03-18 17:00:00,12.180299
power,region1,midmerit,2015-03-18 18:00:00,0.0
power,region1,midmerit,2015-03-18 19:00:00,0.0
power,region1,midmerit,2015-03-18 20:00:00,9.9199501
power,region1,midmerit,2015-03-18 21:00:00,3.662926
power,region1,midmerit,2015-03-18 22:00:00,0.93333333
power,region1,midmerit,2015-03-18 23:00:00,3.466409
power,region1,midmerit,2015-03-19 00:00:00,13.097672
power,region1,midmerit,2015-03-19 01:00:00,0.0
power,region1,midmerit,2015-03-19 02:00:00,15.855528
power,region1,midmerit,2015-03-19 03:00:00,12.411222
power,region1,midmerit,2015-03-19 04:00:00,4.1523691
power,region1,midmerit,2015-03-19 05:00:00,3.5521197
power,region1,midmerit,2015-03-19 06:00:00,15.855528
power,region1,midmerit,2015-03-19 07:00:00,15.855528
power,region1,midmerit,2015-03-19 08:00:00,0.0
power,region1,midmerit,2015-03-19 09:00:00,0.0
power,region1,midmerit,2015-03-19 10:00:00,9.0247714
power,region1,midmerit,2015-03-19 11:00:00,0.0
power,region1,midmerit,2015-03-19 12:00:00,2.0217789
power,region1,midmerit,2015-03-19 13:00:00,15.855528
power,region1,midmerit,2015-03-19 14:00:00,0.0
power,region1,midmerit,2015-03-19 15:00:00,0.0
power,region1,midmerit,2015-03-19 16:00:00,0.78985869
power,region1,midmerit,2015-03-19 17:00:00,15.855528
power,region1,midmerit,2015-03-19 18:00:00,11.540233
power,region1,midmerit,2015-03-19 19:00:00,8.9674979
power,region1,midmerit,2015-03-19 20:00:00,11.051787
power,region1,midmerit,2015-03-19 21:00:00,0.0
power,region1,midmerit,2015-03-19 22:00:00,0.0
power,region1,midmerit,2015-03-19 23:00:00,1.1153782
power,region1,midmerit,2015-03-20 00:00:00,12.829925
power,region1,midmerit,2015-03-20 01:00:00,4.2605154
power,region1,midmerit,2015-03-20 02:00:00,0.0
power,region1,midmerit,2015-03-20 03:00:00,0.0
power,region1,midmerit,2015-03-20 04:00:00,0.0
power,region1,midmerit,2015-03-20 05:00:00,6.6321696
power,region1,midmerit,2015-03-20 06:00:00,8.0424771
power,region1,midmerit,2015-03-20 07:00:00,7.385453
power,region1,midmerit,2015-03-20 08:00:00,3.59867
power,region1,midmerit,2015-03-20 09:00:00,14.009476
power,region1,midmerit,2015-03-20 10:00:00,6.8932668
power,region1,midmerit,2015-03-20 11:00:00,0.0
power,region1,midmerit,2015-03-20 12:00:00,5.566251
power,region1,midmerit,2015-03-20 13:00:00,8.9709061
power,region1,midmerit,2015-03-20 14:00:00,1.3373234
power,region1,midmerit,2015-03-20 15:00:00,6.1540316
power,region1,midmerit,2015-03-20 16:00:00,4.0162926
power,region1,midmerit,2015-03-20 17:00:00,8.4187864
power,region1,midmerit,2015-03-20 18:00:00,4.9327515
power,region1,midmerit,2015-03-20 19:00:00,9.1100582
power,region1,midmerit,2015-03-20 20:00:00,0.0
power,region1,midmerit,2015-03-20 21:00:00,7.5705736
power,region1,midmerit,2015-03-20 22:00:00,8.0099751
power,region1,midmerit,2015-03-20 23:00:00,6.1591022
power,region1,midmerit,2015-03-21 00:00:00,9.215212
power,region1,midmerit,2015-03-21 01:00:00,10.148296
power,region1,midmerit,2015-03-21 02:00:00,13.86409
power,region1,midmerit,2015-03-21 03:00:00,10.477307
power,region1,midmerit,2015-03-21 04:00:00,0.0
power,region1,midmerit,2015-03-21 05:00:00,0.0
power,region1,midmerit,2015-03-21 06:00:00,10.386949
power,region1,midmerit,2015-03-21 07:00:00,1.935079
power,region1,midmerit,2015-03-21 08:00:00,10.642062
power,region1,midmerit,2015-03-21 09:00:00,1.7729011
power,region1,midmerit,2015-03-21 10:00:00,0.6876143
power,region1,midmerit,2015-03-21 11:00:00,14.758271
power,region1,midmerit,2015-03-21 12:00:00,15.855528
